class_x,family_x,genus_x,id,kingdom_x,name,order_x,phylum_x,supercategory,dir18,order_y,dir19,commonname,yose_score,yose_join,Scientific Name,Synonyms,Common Name,Occurrence,Occurrence Tags,Abundance,Nativeness,Nativeness Tags,marine,label
Polyplacophora,Ischnochitonidae,Ischnochiton,4861.0,Animalia,Ischnochiton maorianus,Chitonida,Mollusca,Mollusca,train_val2018/Mollusca/4861,,,,67,,,,,,,,,,True,Ischnochiton maorianus
Polyplacophora,Ischnochitonidae,Lepidozona,4862.0,Animalia,Lepidozona cooperi,Chitonida,Mollusca,Mollusca,train_val2018/Mollusca/4862,,,,62,,,,,,,,,,True,Lepidozona cooperi
Polyplacophora,Ischnochitonidae,Lepidozona,4863.0,Animalia,Lepidozona mertensii,Chitonida,Mollusca,Mollusca,train_val2018/Mollusca/4863,,,,67,,,,,,,,,,True,Lepidozona mertensii
Polyplacophora,Ischnochitonidae,Stenoplax,4864.0,Animalia,Stenoplax conspicua,Chitonida,Mollusca,Mollusca,train_val2018/Mollusca/4864,,,,63,,,,,,,,,,True,Stenoplax conspicua
Polyplacophora,Lepidochitonidae,Cyanoplax,4865.0,Animalia,Cyanoplax hartwegii,Chitonida,Mollusca,Mollusca,train_val2018/Mollusca/4865,,,,69,,,,,,,,,,True,Cyanoplax hartwegii
Polyplacophora,Mopaliidae,Cryptochiton,4866.0,Animalia,Cryptochiton stelleri,Chitonida,Mollusca,Mollusca,train_val2018/Mollusca/4866,,,,74,,,,,,,,,,True,Cryptochiton stelleri
Polyplacophora,Mopaliidae,Katharina,4867.0,Animalia,Katharina tunicata,Chitonida,Mollusca,Mollusca,train_val2018/Mollusca/4867,,,,69,,,,,,,,,,True,Katharina tunicata
Polyplacophora,Mopaliidae,Mopalia,4868.0,Animalia,Mopalia hindsii,Chitonida,Mollusca,Mollusca,train_val2018/Mollusca/4868,,,,62,,,,,,,,,,True,Mopalia hindsii
Polyplacophora,Mopaliidae,Mopalia,4869.0,Animalia,Mopalia muscosa,Chitonida,Mollusca,Mollusca,train_val2018/Mollusca/4869,,,,63,,,,,,,,,,True,Mopalia muscosa
Polyplacophora,Tonicellidae,Tonicella,4870.0,Animalia,Tonicella lineata,Chitonida,Mollusca,Mollusca,train_val2018/Mollusca/4870,,,,73,,,,,,,,,,True,Tonicella lineata
Polyplacophora,Tonicellidae,Tonicella,4871.0,Animalia,Tonicella lokii,Chitonida,Mollusca,Mollusca,train_val2018/Mollusca/4871,,,,60,,,,,,,,,,True,Tonicella lokii
Rhabditophora,Pseudocerotidae,Pseudobiceros,4872.0,Animalia,Pseudobiceros ferrugineus,Polycladida,Platyhelminthes,Animalia,train_val2018/Animalia/4872,,,,63,,,,,,,,,,True,Pseudobiceros ferrugineus
Phascolosomatidea,Phascolosomatidae,Phascolosoma,4873.0,Animalia,Phascolosoma agassizii,Phascolosomatiformes,Sipuncula,Animalia,train_val2018/Animalia/4873,,,,57,,,,,,,,,,True,Phascolosoma agassizii
Cyanophyceae,Nostocaceae,Nostoc,4874.0,Bacteria,Nostoc commune,Nostocales,Cyanobacteria,Bacteria,train_val2018/Bacteria/4874,,,,64,,,,,,,,,,True,Nostoc commune
Phaeophyceae,Desmarestiaceae,Desmarestia,4875.0,Chromista,Desmarestia ligulata,Desmarestiales,Ochrophyta,Chromista,train_val2018/Chromista/4875,,,,71,,,,,,,,,,True,Desmarestia ligulata
Phaeophyceae,Chordariaceae,Leathesia,4876.0,Chromista,Leathesia marina,Ectocarpales,Ochrophyta,Chromista,train_val2018/Chromista/4876,,,,69,,,,,,,,,,True,Leathesia marina
Phaeophyceae,Fucaceae,Ascophyllum,4877.0,Chromista,Ascophyllum nodosum,Fucales,Ochrophyta,Chromista,train_val2018/Chromista/4877,,,Rockweed,64,,,,,,,,,,True,Rockweed
Phaeophyceae,Fucaceae,Fucus,4878.0,Chromista,Fucus distichus,Fucales,Ochrophyta,Chromista,train_val2018/Chromista/4878,,,Brown seaweed,69,,,,,,,,,,True,Brown seaweed
Phaeophyceae,Fucaceae,Pelvetiopsis,4879.0,Chromista,Pelvetiopsis limitata,Fucales,Ochrophyta,Chromista,train_val2018/Chromista/4879,,,,64,,,,,,,,,,True,Pelvetiopsis limitata
Phaeophyceae,Fucaceae,Silvetia,4880.0,Chromista,Silvetia compressa,Fucales,Ochrophyta,Chromista,train_val2018/Chromista/4880,,,,85,,,,,,,,,,True,Silvetia compressa
Phaeophyceae,Hormosiraceae,Hormosira,4881.0,Chromista,Hormosira banksii,Fucales,Ochrophyta,Chromista,train_val2018/Chromista/4881,,,,59,,,,,,,,,,True,Hormosira banksii
Phaeophyceae,Sargassaceae,Carpophyllum,4882.0,Chromista,Carpophyllum maschalocarpum,Fucales,Ochrophyta,Chromista,train_val2018/Chromista/4882,,,,70,,,,,,,,,,True,Carpophyllum maschalocarpum
Phaeophyceae,Sargassaceae,Carpophyllum,4883.0,Chromista,Carpophyllum plumosum,Fucales,Ochrophyta,Chromista,train_val2018/Chromista/4883,,,,68,,,,,,,,,,True,Carpophyllum plumosum
Phaeophyceae,Sargassaceae,Cystophora,4884.0,Chromista,Cystophora retroflexa,Fucales,Ochrophyta,Chromista,train_val2018/Chromista/4884,,,,65,,,,,,,,,,True,Cystophora retroflexa
Phaeophyceae,Sargassaceae,Stephanocystis,4885.0,Chromista,Stephanocystis osmundacea,Fucales,Ochrophyta,Chromista,train_val2018/Chromista/4885,,,,59,,,,,,,,,,True,Stephanocystis osmundacea
Phaeophyceae,Alariaceae,Alaria,4886.0,Chromista,Alaria marginata,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4886,,,,75,,,,,,,,,,True,Alaria marginata
Phaeophyceae,Alariaceae,Ecklonia,4887.0,Chromista,Ecklonia radiata,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4887,,,,67,,,,,,,,,,True,Ecklonia radiata
Phaeophyceae,Alariaceae,Egregia,4888.0,Chromista,Egregia menziesii,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4888,,,,71,,,,,,,,,,True,Egregia menziesii
Phaeophyceae,Alariaceae,Eisenia,4889.0,Chromista,Eisenia arborea,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4889,,,,67,,,,,,,,,,True,Eisenia arborea
Phaeophyceae,Alariaceae,Pterygophora,4890.0,Chromista,Pterygophora californica,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4890,,,,88,,,,,,,,,,True,Pterygophora californica
Phaeophyceae,Alariaceae,Undaria,4891.0,Chromista,Undaria pinnatifida,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4891,,,Wakame,77,,,,,,,,,,True,Wakame
Phaeophyceae,Laminariaceae,Costaria,4892.0,Chromista,Costaria costata,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4892,,,,69,,,,,,,,,,True,Costaria costata
Phaeophyceae,Laminariaceae,Laminaria,4893.0,Chromista,Laminaria setchellii,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4893,,,,65,,,,,,,,,,True,Laminaria setchellii
Phaeophyceae,Laminariaceae,Laminaria,4894.0,Chromista,Laminaria sinclairii,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4894,,,,71,,,,,,,,,,True,Laminaria sinclairii
Phaeophyceae,Laminariaceae,Saccharina,4895.0,Chromista,Saccharina latissima,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4895,,,Sugar Kelp,69,,,,,,,,,,True,Sugar Kelp
Phaeophyceae,Lessoniaceae,Macrocystis,4896.0,Chromista,Macrocystis pyrifera,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4896,,,Giant Kelp,65,,,,,,,,,,True,Giant Kelp
Phaeophyceae,Lessoniaceae,Nereocystis,4897.0,Chromista,Nereocystis luetkeana,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4897,,,,64,,,,,,,,,,True,Nereocystis luetkeana
Phaeophyceae,Lessoniaceae,Postelsia,4898.0,Chromista,Postelsia palmaeformis,Laminariales,Ochrophyta,Chromista,train_val2018/Chromista/4898,,,,64,,,,,,,,,,True,Postelsia palmaeformis
Phaeophyceae,Scytosiphonaceae,Colpomenia,4899.0,Chromista,Colpomenia sinuosa,Scytosiphonales,Ochrophyta,Chromista,train_val2018/Chromista/4899,,,,67,,,,,,,,,,True,Colpomenia sinuosa
Arthoniomycetes,Arthoniaceae,Herpothallon,4900.0,Fungi,Herpothallon rubrocinctum,Arthoniales,Ascomycota,Fungi,train_val2018/Fungi/4900,,,,62,,,,,,,,,,,Herpothallon rubrocinctum
Arthoniomycetes,Chrysothricaceae,Chrysothrix,4901.0,Fungi,Chrysothrix candelaris,Arthoniales,Ascomycota,Fungi,train_val2018/Fungi/4901,,,Mustard Powder lichen,67,,,,,,,,,,,Mustard Powder lichen
Lecanoromycetes,Candelariaceae,Candelaria,4902.0,Fungi,Candelaria concolor,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4902,,,Candleflame lichen,79,,,,,,,,,,,Candleflame lichen
Lecanoromycetes,Cladoniaceae,Cladia,4903.0,Fungi,Cladia retipora,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4903,,,,67,,,,,,,,,,,Cladia retipora
Lecanoromycetes,Cladoniaceae,Cladonia,4904.0,Fungi,Cladonia chlorophaea,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4904,,,Mealy pixie cup lichen,62,,,,,,,,,,,Mealy pixie cup lichen
Lecanoromycetes,Cladoniaceae,Cladonia,4905.0,Fungi,Cladonia confusa,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4905,,,,62,,,,,,,,,,,Cladonia confusa
Lecanoromycetes,Cladoniaceae,Cladonia,4906.0,Fungi,Cladonia coniocraea,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4906,,,,68,,,,,,,,,,,Cladonia coniocraea
Lecanoromycetes,Cladoniaceae,Cladonia,4907.0,Fungi,Cladonia furcata,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4907,,,,69,,,,,,,,,,,Cladonia furcata
Lecanoromycetes,Cladoniaceae,Cladonia,4908.0,Fungi,Cladonia macilenta,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4908,,,,69,,,,,,,,,,,Cladonia macilenta
Lecanoromycetes,Cladoniaceae,Cladonia,4909.0,Fungi,Cladonia squamosa,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4909,,,,65,,,,,,,,,,,Cladonia squamosa
Lecanoromycetes,Cladoniaceae,Cladonia,4910.0,Fungi,Cladonia stellaris,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4910,,,Star tipped reindeer lichen,69,,,,,,,,,,,Star tipped reindeer lichen
Lecanoromycetes,Cladoniaceae,Pilophorus,4911.0,Fungi,Pilophorus acicularis,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4911,,,,76,,,,,,,,,,,Pilophorus acicularis
Lecanoromycetes,Lecanoraceae,Protoparmeliopsis,4912.0,Fungi,Protoparmeliopsis pinguis,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4912,,,,75,,,,,,,,,,,Protoparmeliopsis pinguis
Lecanoromycetes,Lecanoraceae,Rhizoplaca,4913.0,Fungi,Rhizoplaca chrysoleuca,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4913,,,Orange rock posy lichen,63,,,,,,,,,,,Orange rock posy lichen
Lecanoromycetes,Parmeliaceae,Dolichousnea,4914.0,Fungi,Dolichousnea longissima,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4914,,,,69,,,,,,,,,,,Dolichousnea longissima
Lecanoromycetes,Parmeliaceae,Evernia,4915.0,Fungi,Evernia mesomorpha,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4915,,,,61,,,,,,,,,,,Evernia mesomorpha
Lecanoromycetes,Parmeliaceae,Evernia,4916.0,Fungi,Evernia prunastri,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4916,,,Oakmoss lichen,69,,,,,,,,,,,Oakmoss lichen
Lecanoromycetes,Parmeliaceae,Flavoparmelia,4917.0,Fungi,Flavoparmelia caperata,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4917,,,Common greenshield lichen,76,,,,,,,,,,,Common greenshield lichen
Lecanoromycetes,Parmeliaceae,Flavopunctelia,4918.0,Fungi,Flavopunctelia flaventior,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4918,,,Speckled greenshield lichen,64,,,,,,,,,,,Speckled greenshield lichen
Lecanoromycetes,Parmeliaceae,Hypogymnia,4919.0,Fungi,Hypogymnia imshaugii,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4919,,,,58,,,,,,,,,,,Hypogymnia imshaugii
Lecanoromycetes,Parmeliaceae,Hypogymnia,4920.0,Fungi,Hypogymnia physodes,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4920,,,,62,,,,,,,,,,,Hypogymnia physodes
Lecanoromycetes,Parmeliaceae,Hypogymnia,4921.0,Fungi,Hypogymnia tubulosa,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4921,,,Powder headed tube lichen,76,,,,,,,,,,,Powder headed tube lichen
Lecanoromycetes,Parmeliaceae,Melanelixia,4922.0,Fungi,Melanelixia subaurifera,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4922,,,Abraded camouflage lichen,62,,,,,,,,,,,Abraded camouflage lichen
Lecanoromycetes,Parmeliaceae,Parmelia,4923.0,Fungi,Parmelia squarrosa,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4923,,,Bottlebrush shield lichen,67,,,,,,,,,,,Bottlebrush shield lichen
Lecanoromycetes,Parmeliaceae,Parmotrema,4924.0,Fungi,Parmotrema hypotropum,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4924,,,,57,,,,,,,,,,,Parmotrema hypotropum
Lecanoromycetes,Parmeliaceae,Platismatia,4925.0,Fungi,Platismatia glauca,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4925,,,"Varied rag lichen, Ragbag",67,,,,,,,,,,,"Varied rag lichen, Ragbag"
Lecanoromycetes,Parmeliaceae,Platismatia,4926.0,Fungi,Platismatia herrei,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4926,,,,62,,,,,,,,,,,Platismatia herrei
Lecanoromycetes,Parmeliaceae,Platismatia,4927.0,Fungi,Platismatia tuckermanii,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4927,,,Crumpled rag lichen,62,,,,,,,,,,,Crumpled rag lichen
Lecanoromycetes,Parmeliaceae,Pseudevernia,4928.0,Fungi,Pseudevernia consocians,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4928,,,,65,,,,,,,,,,,Pseudevernia consocians
Lecanoromycetes,Parmeliaceae,Punctelia,4929.0,Fungi,Punctelia rudecta,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4929,,,Rough speckled shield lichen,67,,,,,,,,,,,Rough speckled shield lichen
Lecanoromycetes,Parmeliaceae,Tuckermannopsis,4930.0,Fungi,Tuckermannopsis orbata,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4930,,,,65,,,,,,,,,,,Tuckermannopsis orbata
Lecanoromycetes,Parmeliaceae,Usnea,4931.0,Fungi,Usnea intermedia,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4931,,,,81,,,,,,,,,,,Usnea intermedia
Lecanoromycetes,Parmeliaceae,Usnea,4932.0,Fungi,Usnea rubicunda,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4932,,,Red beard lichen,64,,,,,,,,,,,Red beard lichen
Lecanoromycetes,Parmeliaceae,Usnea,4933.0,Fungi,Usnea strigosa,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4933,,,Bushy beard lichen,71,,,,,,,,,,,Bushy beard lichen
Lecanoromycetes,Parmeliaceae,Vulpicida,4934.0,Fungi,Vulpicida pinastri,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4934,,,Powdered sunshine lichen,61,,,,,,,,,,,Powdered sunshine lichen
Lecanoromycetes,Physciaceae,Heterodermia,4935.0,Fungi,Heterodermia leucomela,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4935,,,,64,,,,,,,,,,,Heterodermia leucomela
Lecanoromycetes,Physciaceae,Phaeophyscia,4936.0,Fungi,Phaeophyscia rubropulchra,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4936,,,,62,,,,,,,,,,,Phaeophyscia rubropulchra
Lecanoromycetes,Physciaceae,Physcia,4937.0,Fungi,Physcia adscendens,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4937,,,,74,,,,,,,,,,,Physcia adscendens
Lecanoromycetes,Physciaceae,Physcia,4938.0,Fungi,Physcia millegrana,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4938,,,Mealy rosette lichen,62,,,,,,,,,,,Mealy rosette lichen
Lecanoromycetes,Physciaceae,Physcia,4939.0,Fungi,Physcia stellaris,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4939,,,Star rosette lichen,67,,,,,,,,,,,Star rosette lichen
Lecanoromycetes,Ramalinaceae,Niebla,4940.0,Fungi,Niebla cephalota,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4940,,,,62,,,,,,,,,,,Niebla cephalota
Lecanoromycetes,Ramalinaceae,Niebla,4941.0,Fungi,Niebla combeoides,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4941,,,,65,,,,,,,,,,,Niebla combeoides
Lecanoromycetes,Ramalinaceae,Niebla,4942.0,Fungi,Niebla homalea,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4942,,,,64,,,,,,,,,,,Niebla homalea
Lecanoromycetes,Ramalinaceae,Ramalina,4943.0,Fungi,Ramalina canariensis,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4943,,,,76,,,,,,,,,,,Ramalina canariensis
Lecanoromycetes,Ramalinaceae,Ramalina,4944.0,Fungi,Ramalina celastri,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4944,,,,65,,,,,,,,,,,Ramalina celastri
Lecanoromycetes,Ramalinaceae,Ramalina,4945.0,Fungi,Ramalina leptocarpha,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4945,,,,65,,,,,,,,,,,Ramalina leptocarpha
Lecanoromycetes,Ramalinaceae,Ramalina,4946.0,Fungi,Ramalina menziesii,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4946,,,,78,,,,,,,,,,,Ramalina menziesii
Lecanoromycetes,Ramalinaceae,Ramalina,4947.0,Fungi,Ramalina pollinaria,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4947,,,,69,,,,,,,,,,,Ramalina pollinaria
Lecanoromycetes,Ramalinaceae,Ramalina,4948.0,Fungi,Ramalina subleptocarpha,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4948,,,,67,,,,,,,,,,,Ramalina subleptocarpha
Lecanoromycetes,Stereocaulaceae,Stereocaulon,4949.0,Fungi,Stereocaulon ramulosum,Lecanorales,Ascomycota,Fungi,train_val2018/Fungi/4949,,,,65,,,,,,,,,,,Stereocaulon ramulosum
Lecanoromycetes,Porpidiaceae,Porpidia,4950.0,Fungi,Porpidia albocaerulescens,Lecideales,Ascomycota,Fungi,train_val2018/Fungi/4950,,,Smoky eye boulder lichen,76,,,,,,,,,,,Smoky eye boulder lichen
Lecanoromycetes,Graphidaceae,Graphis,4951.0,Fungi,Graphis scripta,Ostropales,Ascomycota,Fungi,train_val2018/Fungi/4951,,,,67,,,,,,,,,,,Graphis scripta
Lecanoromycetes,Collemataceae,Scytinium,4952.0,Fungi,Scytinium palmatum,Peltigerales,Ascomycota,Fungi,train_val2018/Fungi/4952,,,,67,,,,,,,,,,,Scytinium palmatum
Lecanoromycetes,Lobariaceae,Lobaria,4953.0,Fungi,Lobaria anomala,Peltigerales,Ascomycota,Fungi,train_val2018/Fungi/4953,,,,69,,,,,,,,,,,Lobaria anomala
Lecanoromycetes,Lobariaceae,Lobaria,4954.0,Fungi,Lobaria anthraspis,Peltigerales,Ascomycota,Fungi,train_val2018/Fungi/4954,,,,65,,,,,,,,,,,Lobaria anthraspis
Lecanoromycetes,Lobariaceae,Lobaria,4955.0,Fungi,Lobaria pulmonaria,Peltigerales,Ascomycota,Fungi,train_val2018/Fungi/4955,,,"Lungwort, Lung lichen",67,,,,,,,,,,,"Lungwort, Lung lichen"
Lecanoromycetes,Lobariaceae,Lobaria,4956.0,Fungi,Lobaria quercizans,Peltigerales,Ascomycota,Fungi,train_val2018/Fungi/4956,,,,61,,,,,,,,,,,Lobaria quercizans
Lecanoromycetes,Lobariaceae,Lobaria,4957.0,Fungi,Lobaria scrobiculata,Peltigerales,Ascomycota,Fungi,train_val2018/Fungi/4957,,,Textured lungwort lichen,67,,,,,,,,,,,Textured lungwort lichen
Lecanoromycetes,Lobariaceae,Pseudocyphellaria,4958.0,Fungi,Pseudocyphellaria crocata,Peltigerales,Ascomycota,Fungi,train_val2018/Fungi/4958,,,Yellow specklebelly lichen,70,,,,,,,,,,,Yellow specklebelly lichen
Lecanoromycetes,Lobariaceae,Sticta,4959.0,Fungi,Sticta fuliginosa,Peltigerales,Ascomycota,Fungi,train_val2018/Fungi/4959,,,,65,,,,,,,,,,,Sticta fuliginosa
Lecanoromycetes,Lobariaceae,Sticta,4960.0,Fungi,Sticta limbata,Peltigerales,Ascomycota,Fungi,train_val2018/Fungi/4960,,,,64,,,,,,,,,,,Sticta limbata
Lecanoromycetes,Peltigeraceae,Peltigera,4961.0,Fungi,Peltigera canina,Peltigerales,Ascomycota,Fungi,train_val2018/Fungi/4961,,,Dog lichen,69,,,,,,,,,,,Dog lichen
Lecanoromycetes,Peltigeraceae,Peltigera,4962.0,Fungi,Peltigera collina,Peltigerales,Ascomycota,Fungi,train_val2018/Fungi/4962,,,Gritty tree pelt lichen,65,,,,,,,,,,,Gritty tree pelt lichen
Lecanoromycetes,Peltigeraceae,Peltigera,4963.0,Fungi,Peltigera membranacea,Peltigerales,Ascomycota,Fungi,train_val2018/Fungi/4963,,,Membranous dog lichen,67,,,,,,,,,,,Membranous dog lichen
Lecanoromycetes,Icmadophilaceae,Dibaeis,4964.0,Fungi,Dibaeis arcuata,Pertusariales,Ascomycota,Fungi,train_val2018/Fungi/4964,,,,70,,,,,,,,,,,Dibaeis arcuata
Lecanoromycetes,Icmadophilaceae,Dibaeis,4965.0,Fungi,Dibaeis baeomyces,Pertusariales,Ascomycota,Fungi,train_val2018/Fungi/4965,,,Pink earth lichen,58,,,,,,,,,,,Pink earth lichen
Lecanoromycetes,Icmadophilaceae,Icmadophila,4966.0,Fungi,Icmadophila ericetorum,Pertusariales,Ascomycota,Fungi,train_val2018/Fungi/4966,,,Candy lichen,72,,,,,,,,,,,Candy lichen
Lecanoromycetes,Teloschistaceae,Polycauliona,4967.0,Fungi,Polycauliona candelaria,Teloschistales,Ascomycota,Fungi,train_val2018/Fungi/4967,,,Shrubby sunburst lichen,69,,,,,,,,,,,Shrubby sunburst lichen
Lecanoromycetes,Teloschistaceae,Rusavskia,4968.0,Fungi,Rusavskia elegans,Teloschistales,Ascomycota,Fungi,train_val2018/Fungi/4968,,,Elegant sunburst lichen,65,,,,,,,,,,,Elegant sunburst lichen
Lecanoromycetes,Teloschistaceae,Teloschistes,4969.0,Fungi,Teloschistes chrysophthalmus,Teloschistales,Ascomycota,Fungi,train_val2018/Fungi/4969,,,,61,,,,,,,,,,,Teloschistes chrysophthalmus
Lecanoromycetes,Teloschistaceae,Teloschistes,4970.0,Fungi,Teloschistes exilis,Teloschistales,Ascomycota,Fungi,train_val2018/Fungi/4970,,,,60,,,,,,,,,,,Teloschistes exilis
Lecanoromycetes,Teloschistaceae,Teloschistes,4971.0,Fungi,Teloschistes flavicans,Teloschistales,Ascomycota,Fungi,train_val2018/Fungi/4971,,,Golden hair lichen,61,,,,,,,,,,,Golden hair lichen
Lecanoromycetes,Teloschistaceae,Xanthomendoza,4972.0,Fungi,Xanthomendoza fallax,Teloschistales,Ascomycota,Fungi,train_val2018/Fungi/4972,,,,60,,,,,,,,,,,Xanthomendoza fallax
Lecanoromycetes,Teloschistaceae,Xanthomendoza,4973.0,Fungi,Xanthomendoza hasseana,Teloschistales,Ascomycota,Fungi,train_val2018/Fungi/4973,,,,60,,,,,,,,,,,Xanthomendoza hasseana
Lecanoromycetes,Teloschistaceae,Xanthoria,4974.0,Fungi,Xanthoria parietina,Teloschistales,Ascomycota,Fungi,train_val2018/Fungi/4974,,,Common orange lichen,65,,,,,,,,,,,Common orange lichen
Lecanoromycetes,Umbilicariaceae,Lasallia,4975.0,Fungi,Lasallia papulosa,Umbilicariales,Ascomycota,Fungi,train_val2018/Fungi/4975,,,,67,,,,,,,,,,,Lasallia papulosa
Lecanoromycetes,Umbilicariaceae,Umbilicaria,4976.0,Fungi,Umbilicaria phaea,Umbilicariales,Ascomycota,Fungi,train_val2018/Fungi/4976,,,,64,,,,,,,,,,,Umbilicaria phaea
Leotiomycetes,Helotiaceae,Ascocoryne,4977.0,Fungi,Ascocoryne sarcoides,Helotiales,Ascomycota,Fungi,train_val2018/Fungi/4977,,,,63,,,,,,,,,,,Ascocoryne sarcoides
Leotiomycetes,Helotiaceae,Chlorociboria,4978.0,Fungi,Chlorociboria aeruginascens,Helotiales,Ascomycota,Fungi,train_val2018/Fungi/4978,,,,65,,,,,,,,,,,Chlorociboria aeruginascens
Leotiomycetes,Bulgariaceae,Bulgaria,4979.0,Fungi,Bulgaria inquinans,Leotiales,Ascomycota,Fungi,train_val2018/Fungi/4979,,,,67,,,,,,,,,,,Bulgaria inquinans
Leotiomycetes,Leotiaceae,Leotia,4980.0,Fungi,Leotia lubrica,Leotiales,Ascomycota,Fungi,train_val2018/Fungi/4980,,,,64,,,,,,,,,,,Leotia lubrica
Leotiomycetes,Rhytismataceae,Rhytisma,4981.0,Fungi,Rhytisma acerinum,Rhytismatales,Ascomycota,Fungi,train_val2018/Fungi/4981,,,,65,,,,,,,,,,,Rhytisma acerinum
Pezizomycetes,Caloscyphaceae,Caloscypha,4982.0,Fungi,Caloscypha fulgens,Pezizales,Ascomycota,Fungi,train_val2018/Fungi/4982,,,,62,,,,,,,,,,,Caloscypha fulgens
Pezizomycetes,Discinaceae,Gyromitra,4983.0,Fungi,Gyromitra esculenta,Pezizales,Ascomycota,Fungi,train_val2018/Fungi/4983,,,False Morel,64,,,,,,,,,,,False Morel
Pezizomycetes,Discinaceae,Gyromitra,4984.0,Fungi,Gyromitra infula,Pezizales,Ascomycota,Fungi,train_val2018/Fungi/4984,,,,58,,,,,,,,,,,Gyromitra infula
Pezizomycetes,Helvellaceae,Helvella,4985.0,Fungi,Helvella acetabulum,Pezizales,Ascomycota,Fungi,train_val2018/Fungi/4985,,,Vinegar Cup,65,,,,,,,,,,,Vinegar Cup
Pezizomycetes,Helvellaceae,Helvella,4986.0,Fungi,Helvella crispa,Pezizales,Ascomycota,Fungi,train_val2018/Fungi/4986,,,,73,,,,,,,,,,,Helvella crispa
Pezizomycetes,Helvellaceae,Helvella,4987.0,Fungi,Helvella vespertina,Pezizales,Ascomycota,Fungi,train_val2018/Fungi/4987,,,,63,,,,,,,,,,,Helvella vespertina
Pezizomycetes,Morchellaceae,Morchella,4988.0,Fungi,Morchella americana,Pezizales,Ascomycota,Fungi,train_val2018/Fungi/4988,,,,79,,,,,,,,,,,Morchella americana
Pezizomycetes,Morchellaceae,Morchella,4989.0,Fungi,Morchella rufobrunnea,Pezizales,Ascomycota,Fungi,train_val2018/Fungi/4989,,,,58,,,,,,,,,,,Morchella rufobrunnea
